run_id,edi_method,policy,control_interval_s,corruption_ratio,data_scale,active_users_avg,arrival_rate_avg,cpu_util_avg,num_edge_servers,start_ts,end_ts,status
DL-EDI_MaxFreq_T300_CR0.05_DS8_U20_A5_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,20,5,0.35,4,2026-03-31 11:11:00,2026-03-31 12:11:26,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U20_A5_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,20,5,0.35,4,2026-03-31 11:37:22,2026-03-31 12:11:26,completed
DL-EDI_Event_Triggered_T300_CR0.05_DS8_U20_A5_CPU0.35_,DL-EDI,Event_Triggered,300.0,0.05,8,20,5,0.35,4,2026-03-31 12:22:10,2026-03-31 13:40:49,completed
DL-EDI_Event_Triggered_T300_CR0.05_DS8_U20_A5_CPU0.35_,DL-EDI,Event_Triggered,300.0,0.05,8,20,5,0.35,4,2026-03-31 13:09:15,2026-03-31 13:40:49,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U40_A5_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,40,5,0.35,4,2026-03-31 13:56:12,2026-03-31 14:25:51,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U40_A5_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,40,5,0.35,4,2026-03-31 14:27:21,2026-03-31 15:03:01,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U40_A5_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,40,5,0.35,4,2026-03-31 15:07:06,2026-03-31 16:17:54,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U40_A5_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,40,5,0.35,4,2026-03-31 15:45:42,2026-03-31 16:17:54,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U50_A5_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,50,5,0.35,4,2026-03-31 16:21:37,2026-03-31 16:47:02,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U50_A5_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,50,5,0.35,4,2026-03-31 18:00:23,2026-03-31 18:32:35,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U50_A5_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,50,5,0.35,4,2026-03-31 19:00:19,2026-03-31 20:28:30,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U50_A5_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,50,5,0.35,4,2026-03-31 19:50:31,2026-03-31 20:28:30,completed
DL-EDI_MinFreq_T300_CR0.05_DS8_U30_A1_CPU0.35_,DL-EDI,MinFreq,300.0,0.05,8,30,1,0.35,4,2026-03-31 20:29:21,2026-03-31 20:51:20,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A2_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,2,0.35,4,2026-03-31 20:54:01,2026-03-31 21:27:35,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U30_A2_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,30,2,0.35,4,2026-03-31 21:37:45,2026-03-31 22:16:57,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A2_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,2,0.35,4,2026-03-31 22:23:00,2026-04-01 00:26:50,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A2_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,2,0.35,4,2026-03-31 23:51:31,2026-04-01 00:26:50,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A1_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,1,0.35,4,2026-04-01 00:44:59,2026-04-01 01:26:19,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U30_A1_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,30,1,0.35,4,2026-04-01 01:28:05,2026-04-01 02:12:52,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A1_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,1,0.35,4,2026-04-01 02:13:34,2026-04-01 02:42:07,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,3,0.35,4,2026-04-01 02:47:41,2026-04-01 03:11:58,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,30,3,0.35,4,2026-04-01 08:46:19,2026-04-01 09:18:05,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,3,0.35,4,2026-04-01 09:32:16,2026-04-01 11:07:07,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,3,0.35,4,2026-04-01 09:54:17,2026-04-01 11:07:07,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,3,0.35,4,2026-04-01 09:54:39,2026-04-01 11:07:07,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A3_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,3,0.35,4,2026-04-01 10:25:15,2026-04-01 11:07:07,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A4_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,4,0.35,4,2026-04-01 11:20:18,,started
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A7_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,7,0.35,4,2026-04-01 11:52:23,2026-04-01 12:19:15,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U30_A7_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,30,7,0.35,4,2026-04-01 12:46:01,2026-04-01 13:21:36,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A7_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,7,0.35,4,2026-04-01 13:54:05,2026-04-01 15:44:38,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A7_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,7,0.35,4,2026-04-01 15:03:00,2026-04-01 15:44:38,completed
DL-EDI_AvgFreq_T300_CR0.05_DS8_U30_A9_CPU0.35_,DL-EDI,AvgFreq,300.0,0.05,8,30,9,0.35,4,2026-04-01 15:51:19,2026-04-01 16:16:04,completed
DL-EDI_MaxFreq_T300_CR0.05_DS8_U30_A9_CPU0.35_,DL-EDI,MaxFreq,300.0,0.05,8,30,9,0.35,4,2026-04-01 16:19:26,2026-04-01 16:53:54,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A9_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,9,0.35,4,2026-04-01 16:58:09,2026-04-01 18:15:31,completed
DL-EDI_Event-Triggered_T300_CR0.05_DS8_U30_A9_CPU0.35_,DL-EDI,Event-Triggered,300.0,0.05,8,30,9,0.35,4,2026-04-01 17:40:30,2026-04-01 18:15:31,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 18:25:33,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 19:39:51,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 19:40:29,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 20:04:30,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 20:36:55,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 22:06:45,2026-04-01 22:42:51,completed
DL-EDI_VFCO_T300_CR0.05_DS8_U30_A5_CPU0.35_,DL-EDI,VFCO,300.0,0.05,8,30,5,0.35,4,2026-04-01 22:09:46,2026-04-01 22:42:51,completed
